DateTime,Home,BI,BO,DW,HP,PV,SE,SI,WM,proposition
2016-04-01 00:00:00,15,80.0,40.0,0.0,40.0,0.0,0.0,504.0,0.0,NOD
2016-04-01 00:15:00,15,40.0,0.0,0.0,40.0,0.0,0.0,344.0,0.0,NOD
2016-04-01 00:30:00,15,40.0,0.0,0.0,40.0,0.0,0.0,252.0,0.0,NOD
2016-04-01 00:45:00,15,40.0,40.0,0.0,800.0,0.0,0.0,932.0,0.0,NOD
2016-04-01 01:00:00,15,80.0,40.0,0.0,960.0,0.0,0.0,1184.0,0.0,NOD
2016-04-01 01:15:00,15,280.0,0.0,0.0,1000.0,0.0,0.0,1400.0,0.0,NOD
2016-04-01 01:30:00,15,280.0,0.0,0.0,1000.0,0.0,0.0,1504.0,0.0,NOD
2016-04-01 01:45:00,15,240.0,0.0,0.0,1000.0,0.0,0.0,1500.0,0.0,NOD
2016-04-01 02:00:00,15,280.0,0.0,0.0,1000.0,0.0,0.0,1480.0,0.0,NOD
2016-04-01 02:15:00,15,240.0,0.0,0.0,1000.0,0.0,0.0,1428.0,0.0,NOD
2016-04-01 02:30:00,15,280.0,0.0,0.0,1000.0,0.0,0.0,1428.0,0.0,NOD
2016-04-01 02:45:00,15,240.0,0.0,0.0,1000.0,0.0,0.0,1428.0,0.0,NOD
2016-04-01 03:00:00,15,280.0,0.0,4.0,1040.0,0.0,0.0,1436.0,0.0,NOD
2016-04-01 03:15:00,15,240.0,0.0,0.0,1000.0,0.0,0.0,1500.0,0.0,NOD
2016-04-01 03:30:00,15,280.0,0.0,0.0,1040.0,0.0,0.0,1528.0,0.0,NOD
2016-04-01 03:45:00,15,280.0,0.0,0.0,1000.0,0.0,0.0,1528.0,0.0,NOD
2016-04-01 04:00:00,15,240.0,0.0,0.0,1040.0,0.0,0.0,1448.0,0.0,NOD
2016-04-01 04:15:00,15,280.0,0.0,0.0,1040.0,0.0,0.0,1464.0,0.0,NOD
2016-04-01 04:30:00,15,240.0,0.0,0.0,1000.0,0.0,0.0,1456.0,0.0,NOD
2016-04-01 04:45:00,15,280.0,0.0,0.0,1040.0,0.0,0.0,1456.0,0.0,NOD
2016-04-01 05:00:00,15,280.0,0.0,0.0,1040.0,0.0,0.0,1484.0,0.0,NOD
2016-04-01 05:15:00,15,240.0,0.0,0.0,1040.0,0.0,0.0,1548.0,0.0,NOD
2016-04-01 05:30:00,15,280.0,0.0,0.0,1000.0,0.0,0.0,1524.0,0.0,NOD
2016-04-01 05:45:00,15,240.0,0.0,0.0,1040.0,0.0,0.0,1488.0,0.0,NOD
2016-04-01 06:00:00,15,280.0,0.0,0.0,1040.0,0.0,0.0,1456.0,0.0,NOD
2016-04-01 06:15:00,15,280.0,0.0,0.0,1040.0,0.0,0.0,1464.0,0.0,NOD
2016-04-01 06:30:00,15,240.0,0.0,0.0,1040.0,0.0,0.0,1468.0,0.0,NOD
2016-04-01 06:45:00,15,280.0,0.0,0.0,1040.0,0.0,0.0,1476.0,0.0,NOD
2016-04-01 07:00:00,15,240.0,0.0,0.0,1040.0,0.0,0.0,1552.0,0.0,NOD
2016-04-01 07:15:00,15,280.0,0.0,0.0,1040.0,0.0,0.0,1560.0,0.0,NOD
2016-04-01 07:30:00,15,280.0,0.0,0.0,1040.0,0.0,0.0,1544.0,0.0,NOD
2016-04-01 07:45:00,15,240.0,0.0,0.0,1040.0,0.0,0.0,1476.0,0.0,NOD
2016-04-01 08:00:00,15,280.0,0.0,0.0,1080.0,0.0,0.0,1476.0,0.0,NOD
2016-04-01 08:15:00,15,240.0,0.0,0.0,1040.0,0.0,0.0,1484.0,0.0,NOD
2016-04-01 08:30:00,15,80.0,0.0,0.0,1040.0,0.0,0.0,1328.0,0.0,NOD
2016-04-01 08:45:00,15,40.0,0.0,0.0,1080.0,0.0,0.0,1292.0,0.0,NOD
2016-04-01 09:00:00,15,40.0,0.0,0.0,1040.0,0.0,0.0,1360.0,0.0,NOD
2016-04-01 09:15:00,15,0.0,760.0,0.0,1080.0,0.0,0.0,608.0,0.0,NOD
2016-04-01 09:30:00,15,0.0,800.0,4.0,1040.0,0.0,0.0,528.0,0.0,NOD
2016-04-01 09:45:00,15,0.0,440.0,0.0,440.0,0.0,36.0,208.0,0.0,NOD
2016-04-01 10:00:00,15,0.0,280.0,0.0,0.0,0.0,0.0,136.0,0.0,NOD
2016-04-01 10:15:00,15,0.0,200.0,0.0,40.0,0.0,52.0,172.0,0.0,NOD
2016-04-01 10:30:00,15,0.0,200.0,0.0,0.0,0.0,0.0,32.0,0.0,NOD
2016-04-01 10:45:00,15,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,NOD
2016-04-01 11:00:00,15,0.0,240.0,0.0,40.0,0.0,4.0,4.0,0.0,NOD
2016-04-01 11:15:00,15,0.0,160.0,0.0,0.0,0.0,8.0,4.0,0.0,NOD
2016-04-01 11:30:00,15,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,NOD
2016-04-01 11:45:00,15,0.0,160.0,0.0,40.0,0.0,0.0,8.0,0.0,NOD
2016-04-01 12:00:00,15,0.0,120.0,0.0,0.0,0.0,4.0,0.0,0.0,NOD
2016-04-01 12:15:00,15,0.0,200.0,0.0,40.0,0.0,0.0,16.0,0.0,NOD
2016-04-01 12:30:00,15,0.0,240.0,0.0,0.0,0.0,4.0,0.0,0.0,NOD
2016-04-01 12:45:00,15,0.0,200.0,0.0,0.0,0.0,0.0,4.0,0.0,NOD
2016-04-01 13:00:00,15,0.0,200.0,0.0,40.0,0.0,8.0,4.0,0.0,NOD
2016-04-01 13:15:00,15,0.0,120.0,0.0,0.0,0.0,0.0,20.0,0.0,NOD
2016-04-01 13:30:00,15,0.0,120.0,0.0,0.0,0.0,0.0,12.0,0.0,NOD
2016-04-01 13:45:00,15,0.0,320.0,0.0,520.0,0.0,0.0,264.0,0.0,NOD
2016-04-01 14:00:00,15,80.0,160.0,0.0,1760.0,0.0,0.0,1716.0,0.0,NOD
2016-04-01 14:15:00,15,80.0,40.0,0.0,960.0,0.0,0.0,1384.0,0.0,NOD
2016-04-01 14:30:00,15,40.0,0.0,0.0,40.0,0.0,0.0,264.0,0.0,NOD
2016-04-01 14:45:00,15,40.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,NOD
2016-04-01 15:00:00,15,40.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,NOD
2016-04-01 15:15:00,15,0.0,0.0,0.0,40.0,0.0,0.0,192.0,0.0,NOD
2016-04-01 15:30:00,15,40.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,NOD
2016-04-01 15:45:00,15,40.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,NOD
2016-04-01 16:00:00,15,40.0,0.0,0.0,40.0,0.0,0.0,268.0,0.0,NOD
2016-04-01 16:15:00,15,40.0,40.0,0.0,0.0,0.0,0.0,276.0,0.0,NOD
2016-04-01 16:30:00,15,40.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,NOD
2016-04-01 16:45:00,15,40.0,0.0,0.0,40.0,0.0,0.0,180.0,0.0,NOD
2016-04-01 17:00:00,15,40.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,NOD
2016-04-01 17:15:00,15,40.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,NOD
2016-04-01 17:30:00,15,40.0,0.0,0.0,40.0,0.0,0.0,212.0,0.0,NOD
2016-04-01 17:45:00,15,40.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,NOD
2016-04-01 18:00:00,15,40.0,0.0,4.0,40.0,0.0,0.0,264.0,0.0,NOD
2016-04-01 18:15:00,15,40.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,NOD
2016-04-01 18:30:00,15,40.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,NOD
2016-04-01 18:45:00,15,40.0,0.0,0.0,40.0,0.0,0.0,188.0,0.0,NOD
2016-04-01 19:00:00,15,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,NOD
2016-04-01 19:15:00,15,40.0,0.0,0.0,40.0,0.0,0.0,184.0,0.0,NOD
2016-04-01 19:30:00,15,40.0,40.0,0.0,0.0,0.0,0.0,260.0,0.0,NOD
2016-04-01 19:45:00,15,80.0,0.0,0.0,0.0,0.0,0.0,756.0,0.0,NOD
2016-04-01 20:00:00,15,40.0,0.0,0.0,40.0,0.0,0.0,444.0,0.0,NOD
2016-04-01 20:15:00,15,40.0,40.0,0.0,0.0,0.0,0.0,360.0,0.0,NOD
2016-04-01 20:30:00,15,40.0,0.0,0.0,0.0,0.0,0.0,508.0,0.0,NOD
2016-04-01 20:45:00,15,40.0,0.0,0.0,40.0,0.0,0.0,488.0,0.0,NOD
2016-04-01 21:00:00,15,80.0,40.0,0.0,0.0,0.0,0.0,528.0,0.0,NOD
2016-04-01 21:15:00,15,40.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,NOD
2016-04-01 21:30:00,15,80.0,40.0,0.0,1240.0,0.0,0.0,1660.0,0.0,NOD
2016-04-01 21:45:00,15,80.0,40.0,0.0,1560.0,0.0,0.0,2156.0,0.0,NOD
2016-04-01 22:00:00,15,80.0,40.0,0.0,1680.0,0.0,0.0,2212.0,0.0,NOD
2016-04-01 22:15:00,15,80.0,40.0,0.0,1720.0,0.0,0.0,2236.0,0.0,NOD
2016-04-01 22:30:00,15,80.0,0.0,0.0,0.0,0.0,0.0,496.0,0.0,NOD
2016-04-01 22:45:00,15,40.0,40.0,0.0,40.0,0.0,0.0,496.0,0.0,NOD
2016-04-01 23:00:00,15,80.0,40.0,0.0,0.0,0.0,0.0,596.0,0.0,NOD
2016-04-01 23:15:00,15,40.0,0.0,0.0,40.0,0.0,4.0,612.0,0.0,NOD
2016-04-01 23:30:00,15,40.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,NOD
2016-04-01 23:45:00,15,80.0,40.0,0.0,0.0,0.0,0.0,508.0,0.0,NOD
2016-04-02 00:00:00,15,40.0,0.0,0.0,40.0,0.0,0.0,496.0,0.0,NOD
