DateTime,Home,BI,BO,DW,HP,PV,SE,SI,WM,proposition,UL
2016-04-01 00:00:00,14,40.0,0.0,0.0,640.0,0.0,0.0,1240.0,0.0,ZIH,560.0
2016-04-01 00:15:00,14,40.0,40.0,0.0,1160.0,0.0,0.0,1772.0,0.0,ZIH,612.0
2016-04-01 00:30:00,14,40.0,0.0,0.0,1200.0,0.0,0.0,1840.0,0.0,ZIH,600.0
2016-04-01 00:45:00,14,40.0,0.0,0.0,1200.0,0.0,0.0,2052.0,0.0,ZIH,812.0
2016-04-01 01:00:00,14,80.0,0.0,0.0,1200.0,0.0,0.0,1788.0,0.0,ZIH,508.0
2016-04-01 01:15:00,14,40.0,40.0,0.0,1240.0,0.0,0.0,1884.0,0.0,ZIH,644.0
2016-04-01 01:30:00,14,40.0,0.0,0.0,1240.0,0.0,0.0,1904.0,0.0,ZIH,624.0
2016-04-01 01:45:00,14,40.0,0.0,0.0,1200.0,0.0,0.0,1820.0,0.0,ZIH,580.0
2016-04-01 02:00:00,14,40.0,0.0,0.0,1240.0,0.0,0.0,1752.0,0.0,ZIH,472.0
2016-04-01 02:15:00,14,40.0,0.0,0.0,1240.0,0.0,0.0,1844.0,0.0,ZIH,564.0
2016-04-01 02:30:00,14,40.0,40.0,0.0,1240.0,0.0,0.0,1860.0,0.0,ZIH,620.0
2016-04-01 02:45:00,14,80.0,0.0,0.0,1520.0,0.0,0.0,2052.0,0.0,ZIH,452.0
2016-04-01 03:00:00,14,40.0,0.0,0.0,2520.0,0.0,0.0,3092.0,0.0,ZIH,532.0
2016-04-01 03:15:00,14,40.0,0.0,0.0,80.0,0.0,0.0,748.0,0.0,ZIH,628.0
2016-04-01 03:30:00,14,0.0,0.0,0.0,40.0,0.0,0.0,540.0,0.0,ZIH,500.0
2016-04-01 03:45:00,14,40.0,0.0,620.0,40.0,0.0,0.0,1104.0,0.0,ZIH,404.0
2016-04-01 04:00:00,14,40.0,40.0,876.0,160.0,0.0,0.0,1452.0,0.0,ZIH,416.0
2016-04-01 04:15:00,14,80.0,0.0,952.0,1200.0,0.0,0.0,2608.0,0.0,ZIH,376.0
2016-04-01 04:30:00,14,40.0,0.0,696.0,1240.0,0.0,0.0,2260.0,0.0,ZIH,284.0
2016-04-01 04:45:00,14,40.0,0.0,576.0,1240.0,0.0,0.0,2308.0,0.0,ZIH,452.0
2016-04-01 05:00:00,14,40.0,40.0,72.0,1240.0,0.0,0.0,1816.0,0.0,ZIH,504.0
2016-04-01 05:15:00,14,40.0,0.0,692.0,1280.0,0.0,0.0,2256.0,0.0,ZIH,244.0
2016-04-01 05:30:00,14,40.0,0.0,1632.0,1480.0,0.0,0.0,3512.0,0.0,ZIH,360.0
2016-04-01 05:45:00,14,40.0,0.0,40.0,1240.0,0.0,0.0,1788.0,0.0,ZIH,468.0
2016-04-01 06:00:00,14,80.0,40.0,8.0,1280.0,0.0,0.0,1720.0,0.0,ZIH,392.0
2016-04-01 06:15:00,14,40.0,0.0,12.0,1240.0,0.0,0.0,1672.0,0.0,ZIH,380.0
2016-04-01 06:30:00,14,40.0,0.0,8.0,1280.0,0.0,0.0,1708.0,0.0,ZIH,380.0
2016-04-01 06:45:00,14,40.0,0.0,0.0,1240.0,0.0,0.0,1700.0,0.0,ZIH,420.0
2016-04-01 07:00:00,14,40.0,40.0,0.0,1280.0,0.0,0.0,1640.0,0.0,ZIH,360.0
2016-04-01 07:15:00,14,40.0,0.0,0.0,1280.0,0.0,0.0,1700.0,0.0,ZIH,380.0
2016-04-01 07:30:00,14,40.0,0.0,0.0,1280.0,0.0,0.0,1744.0,0.0,ZIH,424.0
2016-04-01 07:45:00,14,40.0,0.0,4.0,1280.0,0.0,0.0,1700.0,0.0,ZIH,376.0
2016-04-01 08:00:00,14,80.0,0.0,0.0,1280.0,0.0,0.0,1616.0,0.0,ZIH,256.0
2016-04-01 08:15:00,14,40.0,40.0,0.0,1480.0,0.0,0.0,1936.0,0.0,ZIH,456.0
2016-04-01 08:30:00,14,40.0,0.0,0.0,1320.0,0.0,0.0,1764.0,0.0,ZIH,404.0
2016-04-01 08:45:00,14,40.0,0.0,0.0,2040.0,0.0,0.0,2408.0,0.0,ZIH,328.0
2016-04-01 09:00:00,14,40.0,0.0,0.0,3480.0,0.0,0.0,3848.0,0.0,ZIH,328.0
2016-04-01 09:15:00,14,40.0,40.0,0.0,2800.0,0.0,0.0,3348.0,0.0,ZIH,548.0
2016-04-01 09:30:00,14,80.0,0.0,0.0,2480.0,4.0,0.0,3100.0,0.0,ZIH,544.0
2016-04-01 09:45:00,14,40.0,0.0,0.0,2280.0,120.0,0.0,2624.0,0.0,ZIH,424.0
2016-04-01 10:00:00,14,40.0,0.0,0.0,1680.0,344.0,0.0,2272.0,0.0,ZIH,896.0
2016-04-01 10:15:00,14,40.0,40.0,0.0,1000.0,536.0,36.0,928.0,0.0,ZIH,428.0
2016-04-01 10:30:00,14,160.0,40.0,0.0,1160.0,672.0,52.0,1040.0,0.0,ZIH,380.0
2016-04-01 10:45:00,14,120.0,120.0,0.0,1000.0,808.0,56.0,736.0,0.0,ZIH,488.0
2016-04-01 11:00:00,14,240.0,120.0,0.0,1080.0,948.0,80.0,828.0,0.0,ZIH,496.0
2016-04-01 11:15:00,14,320.0,240.0,0.0,1000.0,1044.0,112.0,448.0,0.0,ZIH,300.0
2016-04-01 11:30:00,14,320.0,200.0,0.0,920.0,1116.0,140.0,496.0,0.0,ZIH,432.0
2016-04-01 11:45:00,14,360.0,160.0,0.0,960.0,1228.0,152.0,504.0,0.0,ZIH,420.0
2016-04-01 12:00:00,14,680.0,40.0,0.0,80.0,1268.0,216.0,92.0,0.0,ZIH,424.0
2016-04-01 12:15:00,14,760.0,0.0,0.0,0.0,1344.0,224.0,60.0,0.0,ZIH,420.0
2016-04-01 12:30:00,14,760.0,0.0,0.0,40.0,1364.0,180.0,8.0,0.0,ZIH,392.0
2016-04-01 12:45:00,14,760.0,0.0,0.0,0.0,1428.0,320.0,28.0,0.0,ZIH,376.0
2016-04-01 13:00:00,14,720.0,0.0,0.0,0.0,1496.0,348.0,44.0,0.0,ZIH,472.0
2016-04-01 13:15:00,14,800.0,0.0,0.0,40.0,1564.0,252.0,4.0,0.0,ZIH,476.0
2016-04-01 13:30:00,14,720.0,0.0,0.0,0.0,1492.0,268.0,36.0,0.0,ZIH,540.0
2016-04-01 13:45:00,14,800.0,0.0,0.0,40.0,1632.0,380.0,24.0,0.0,ZIH,436.0
2016-04-01 14:00:00,14,240.0,0.0,0.0,80.0,1372.0,624.0,0.0,0.0,ZIH,428.0
2016-04-01 14:15:00,14,40.0,0.0,0.0,40.0,1460.0,816.0,20.0,0.0,ZIH,584.0
2016-04-01 14:30:00,14,40.0,0.0,0.0,40.0,1652.0,1084.0,8.0,0.0,ZIH,496.0
2016-04-01 14:45:00,14,40.0,0.0,0.0,80.0,1628.0,1124.0,0.0,0.0,ZIH,384.0
2016-04-01 15:00:00,14,40.0,80.0,0.0,280.0,1628.0,992.0,104.0,0.0,ZIH,500.0
2016-04-01 15:15:00,14,40.0,0.0,0.0,40.0,1596.0,1088.0,12.0,0.0,ZIH,440.0
2016-04-01 15:30:00,14,40.0,0.0,0.0,80.0,1576.0,1048.0,0.0,0.0,ZIH,408.0
2016-04-01 15:45:00,14,40.0,160.0,0.0,520.0,1540.0,672.0,144.0,0.0,ZIH,612.0
2016-04-01 16:00:00,14,0.0,760.0,0.0,1840.0,1484.0,0.0,128.0,0.0,ZIH,532.0
2016-04-01 16:15:00,14,0.0,800.0,0.0,2000.0,1484.0,0.0,280.0,0.0,ZIH,564.0
2016-04-01 16:30:00,14,0.0,760.0,0.0,2280.0,1396.0,0.0,588.0,0.0,ZIH,464.0
2016-04-01 16:45:00,14,600.0,80.0,0.0,280.0,1328.0,176.0,136.0,0.0,ZIH,488.0
2016-04-01 17:00:00,14,640.0,0.0,0.0,40.0,1136.0,144.0,48.0,0.0,ZIH,360.0
2016-04-01 17:15:00,14,760.0,0.0,0.0,0.0,1164.0,84.0,36.0,0.0,ZIH,356.0
2016-04-01 17:30:00,14,360.0,40.0,0.0,40.0,752.0,88.0,100.0,0.0,ZIH,404.0
2016-04-01 17:45:00,14,480.0,0.0,0.0,40.0,956.0,92.0,64.0,0.0,ZIH,408.0
2016-04-01 18:00:00,14,360.0,80.0,0.0,200.0,908.0,484.0,28.0,0.0,ZIH,-28.0
2016-04-01 18:15:00,14,280.0,0.0,0.0,40.0,572.0,448.0,28.0,0.0,ZIH,-168.0
2016-04-01 18:30:00,14,80.0,0.0,0.0,0.0,588.0,124.0,96.0,0.0,ZIH,480.0
2016-04-01 18:45:00,14,40.0,0.0,0.0,40.0,628.0,472.0,0.0,0.0,ZIH,76.0
2016-04-01 19:00:00,14,40.0,0.0,0.0,0.0,572.0,304.0,24.0,0.0,ZIH,252.0
2016-04-01 19:15:00,14,40.0,0.0,0.0,0.0,532.0,208.0,24.0,0.0,ZIH,308.0
2016-04-01 19:30:00,14,40.0,40.0,0.0,40.0,468.0,72.0,36.0,0.0,ZIH,392.0
2016-04-01 19:45:00,14,0.0,0.0,0.0,0.0,340.0,40.0,56.0,0.0,ZIH,356.0
2016-04-01 20:00:00,14,0.0,160.0,0.0,40.0,224.0,36.0,28.0,0.0,ZIH,336.0
2016-04-01 20:15:00,14,0.0,440.0,0.0,0.0,216.0,4.0,20.0,0.0,ZIH,672.0
2016-04-01 20:30:00,14,0.0,760.0,0.0,0.0,220.0,52.0,268.0,0.0,ZIH,1196.0
2016-04-01 20:45:00,14,0.0,440.0,0.0,240.0,168.0,24.0,40.0,0.0,ZIH,384.0
2016-04-01 21:00:00,14,0.0,440.0,0.0,40.0,120.0,24.0,592.0,0.0,ZIH,1088.0
2016-04-01 21:15:00,14,0.0,400.0,0.0,0.0,96.0,0.0,1404.0,0.0,ZIH,1900.0
2016-04-01 21:30:00,14,0.0,520.0,0.0,40.0,60.0,0.0,1364.0,0.0,ZIH,1904.0
2016-04-01 21:45:00,14,0.0,520.0,0.0,0.0,28.0,0.0,1724.0,0.0,ZIH,2272.0
2016-04-01 22:00:00,14,0.0,480.0,0.0,0.0,0.0,0.0,1956.0,0.0,ZIH,2436.0
2016-04-01 22:15:00,14,0.0,640.0,0.0,40.0,0.0,88.0,180.0,0.0,ZIH,692.0
2016-04-01 22:30:00,14,0.0,600.0,0.0,0.0,0.0,16.0,664.0,0.0,ZIH,1248.0
2016-04-01 22:45:00,14,40.0,360.0,0.0,200.0,0.0,0.0,628.0,0.0,ZIH,748.0
2016-04-01 23:00:00,14,40.0,0.0,0.0,2200.0,0.0,0.0,636.0,0.0,ZIH,-1604.0
2016-04-01 23:15:00,14,40.0,40.0,0.0,1120.0,0.0,0.0,672.0,0.0,ZIH,-448.0
2016-04-01 23:30:00,14,40.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,ZIH,508.0
2016-04-01 23:45:00,14,40.0,0.0,0.0,0.0,0.0,0.0,1064.0,0.0,ZIH,1024.0
2016-04-02 00:00:00,14,40.0,0.0,0.0,40.0,0.0,0.0,980.0,0.0,ZIH,900.0
