DateTime,Home,BI,BO,DW,HP,PV,SE,SI,WM,proposition,UL
2016-04-01 00:00:00,20,40.0,40.0,0.0,2160.0,0.0,0.0,3244.0,0.0,ZIH,1084.0
2016-04-01 00:15:00,20,40.0,0.0,0.0,1480.0,4.0,0.0,2640.0,0.0,ZIH,1124.0
2016-04-01 00:30:00,20,40.0,0.0,0.0,40.0,0.0,0.0,1420.0,4.0,ZIH,1336.0
2016-04-01 00:45:00,20,40.0,0.0,0.0,80.0,4.0,0.0,1412.0,4.0,ZIH,1292.0
2016-04-01 01:00:00,20,40.0,0.0,0.0,760.0,0.0,0.0,2208.0,4.0,ZIH,1404.0
2016-04-01 01:15:00,20,40.0,40.0,0.0,1200.0,4.0,0.0,2236.0,4.0,ZIH,1036.0
2016-04-01 01:30:00,20,80.0,0.0,0.0,1200.0,0.0,0.0,2240.0,4.0,ZIH,956.0
2016-04-01 01:45:00,20,40.0,0.0,0.0,1240.0,4.0,0.0,2136.0,4.0,ZIH,856.0
2016-04-01 02:00:00,20,40.0,0.0,4.0,1240.0,0.0,0.0,1764.0,4.0,ZIH,476.0
2016-04-01 02:15:00,20,40.0,40.0,0.0,1200.0,4.0,0.0,1600.0,4.0,ZIH,400.0
2016-04-01 02:30:00,20,40.0,0.0,0.0,1240.0,0.0,0.0,1460.0,4.0,ZIH,176.0
2016-04-01 02:45:00,20,40.0,0.0,4.0,1240.0,4.0,0.0,1492.0,4.0,ZIH,208.0
2016-04-01 03:00:00,20,40.0,0.0,0.0,1280.0,4.0,0.0,1572.0,4.0,ZIH,252.0
2016-04-01 03:15:00,20,40.0,0.0,4.0,440.0,0.0,0.0,716.0,4.0,ZIH,228.0
2016-04-01 03:30:00,20,40.0,0.0,0.0,0.0,4.0,0.0,292.0,4.0,ZIH,252.0
2016-04-01 03:45:00,20,40.0,0.0,4.0,40.0,0.0,0.0,296.0,4.0,ZIH,208.0
2016-04-01 04:00:00,20,40.0,0.0,0.0,40.0,4.0,0.0,272.0,4.0,ZIH,192.0
2016-04-01 04:15:00,20,0.0,40.0,0.0,80.0,0.0,0.0,380.0,4.0,ZIH,336.0
2016-04-01 04:30:00,20,40.0,0.0,4.0,40.0,4.0,0.0,448.0,4.0,ZIH,364.0
2016-04-01 04:45:00,20,40.0,0.0,0.0,80.0,0.0,0.0,416.0,4.0,ZIH,292.0
2016-04-01 05:00:00,20,40.0,0.0,4.0,80.0,4.0,0.0,400.0,4.0,ZIH,276.0
2016-04-01 05:15:00,20,40.0,0.0,0.0,80.0,0.0,0.0,348.0,4.0,ZIH,224.0
2016-04-01 05:30:00,20,40.0,0.0,0.0,40.0,4.0,0.0,352.0,8.0,ZIH,268.0
2016-04-01 05:45:00,20,40.0,0.0,188.0,80.0,0.0,0.0,2260.0,1732.0,ZIH,220.0
2016-04-01 06:00:00,20,40.0,0.0,1096.0,80.0,4.0,0.0,3524.0,2004.0,ZIH,308.0
2016-04-01 06:15:00,20,40.0,0.0,664.0,80.0,0.0,0.0,3004.0,1988.0,ZIH,232.0
2016-04-01 06:30:00,20,40.0,0.0,884.0,80.0,4.0,0.0,1404.0,96.0,ZIH,308.0
2016-04-01 06:45:00,20,40.0,0.0,64.0,40.0,0.0,0.0,512.0,96.0,ZIH,272.0
2016-04-01 07:00:00,20,40.0,40.0,48.0,560.0,4.0,0.0,996.0,100.0,ZIH,292.0
