DateTime,Home,BI,BO,DW,HP,PV,SE,SI,WM,proposition,UL
2016-04-01 00:00:00,28,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,IHM,304.0
2016-04-01 00:15:00,28,0.0,0.0,0.0,0.0,0.0,0.0,1152.0,0.0,IHM,1152.0
2016-04-01 00:30:00,28,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,IHM,264.0
2016-04-01 00:45:00,28,0.0,0.0,0.0,0.0,0.0,0.0,1512.0,0.0,IHM,1512.0
2016-04-01 01:00:00,28,0.0,0.0,0.0,0.0,0.0,0.0,1736.0,0.0,IHM,1736.0
2016-04-01 01:15:00,28,0.0,0.0,0.0,0.0,0.0,0.0,1152.0,0.0,IHM,1152.0
2016-04-01 01:30:00,28,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,IHM,116.0
2016-04-01 01:45:00,28,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,IHM,144.0
2016-04-01 02:00:00,28,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,IHM,436.0
2016-04-01 02:15:00,28,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0.0,IHM,960.0
2016-04-01 02:30:00,28,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,IHM,160.0
2016-04-01 02:45:00,28,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,IHM,160.0
2016-04-01 03:00:00,28,0.0,0.0,0.0,0.0,0.0,0.0,908.0,0.0,IHM,908.0
2016-04-01 03:15:00,28,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,IHM,400.0
2016-04-01 03:30:00,28,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,IHM,160.0
2016-04-01 03:45:00,28,0.0,0.0,0.0,0.0,0.0,0.0,852.0,0.0,IHM,852.0
2016-04-01 04:00:00,28,0.0,0.0,0.0,0.0,0.0,0.0,464.0,0.0,IHM,464.0
