DateTime,Home,BI,BO,DW,HP,PV,SE,SI,WM,proposition
2016-04-01 00:00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,2484.0,0.0,ZIH
2016-04-01 00:15:00,1,0.0,0.0,0.0,0.0,0.0,0.0,2608.0,0.0,ZIH
2016-04-01 00:30:00,1,0.0,0.0,0.0,0.0,0.0,0.0,2572.0,0.0,ZIH
2016-04-01 00:45:00,1,0.0,0.0,0.0,0.0,0.0,0.0,2492.0,0.0,ZIH
2016-04-01 01:00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,2236.0,0.0,ZIH
2016-04-01 01:15:00,1,0.0,0.0,0.0,0.0,0.0,0.0,1152.0,0.0,ZIH
2016-04-01 01:30:00,1,0.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0,ZIH
2016-04-01 01:45:00,1,0.0,0.0,0.0,0.0,0.0,0.0,488.0,0.0,ZIH
2016-04-01 02:00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,504.0,0.0,ZIH
2016-04-01 02:15:00,1,0.0,0.0,0.0,0.0,0.0,0.0,2948.0,0.0,ZIH
2016-04-01 02:30:00,1,0.0,0.0,0.0,0.0,0.0,0.0,2404.0,0.0,ZIH
2016-04-01 02:45:00,1,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,ZIH
2016-04-01 03:00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0,ZIH
2016-04-01 03:15:00,1,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,ZIH
2016-04-01 03:30:00,1,0.0,0.0,0.0,0.0,0.0,0.0,2028.0,0.0,ZIH
2016-04-01 03:45:00,1,0.0,0.0,0.0,0.0,0.0,0.0,2096.0,0.0,ZIH
2016-04-01 04:00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,2208.0,0.0,ZIH
2016-04-01 04:15:00,1,0.0,0.0,0.0,0.0,0.0,0.0,2204.0,0.0,ZIH
2016-04-01 04:30:00,1,0.0,0.0,0.0,0.0,0.0,0.0,2196.0,0.0,ZIH
2016-04-01 04:45:00,1,0.0,0.0,0.0,0.0,0.0,0.0,2196.0,0.0,ZIH
2016-04-01 05:00:00,1,0.0,0.0,0.0,0.0,0.0,0.0,2212.0,0.0,ZIH
