DateTime,Home,BI,BO,DW,HP,PV,SE,SI,WM,proposition
2016-04-01 00:00:00,22,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,IHM
2016-04-01 00:15:00,22,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,IHM
2016-04-01 00:30:00,22,0.0,0.0,0.0,0.0,0.0,0.0,1312.0,0.0,IHM
2016-04-01 00:45:00,22,0.0,0.0,0.0,0.0,0.0,0.0,1384.0,0.0,IHM
2016-04-01 01:00:00,22,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,IHM
2016-04-01 01:15:00,22,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,IHM
2016-04-01 01:30:00,22,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,IHM
2016-04-01 01:45:00,22,0.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0,IHM
2016-04-01 02:00:00,22,0.0,0.0,0.0,0.0,0.0,0.0,1460.0,0.0,IHM
2016-04-01 02:15:00,22,0.0,0.0,0.0,0.0,0.0,0.0,1108.0,0.0,IHM
2016-04-01 02:30:00,22,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,IHM
2016-04-01 02:45:00,22,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,IHM
2016-04-01 03:00:00,22,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,IHM
2016-04-01 03:15:00,22,0.0,0.0,0.0,0.0,0.0,0.0,1388.0,0.0,IHM
2016-04-01 03:30:00,22,0.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,IHM
2016-04-01 03:45:00,22,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,IHM
2016-04-01 04:00:00,22,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,IHM
2016-04-01 04:15:00,22,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,IHM
2016-04-01 04:30:00,22,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,0.0,IHM
2016-04-01 04:45:00,22,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,IHM
2016-04-01 05:00:00,22,0.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,IHM
2016-04-01 05:15:00,22,0.0,0.0,0.0,0.0,0.0,0.0,784.0,0.0,IHM
2016-04-01 05:30:00,22,0.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,IHM
2016-04-01 05:45:00,22,0.0,0.0,0.0,0.0,0.0,0.0,1528.0,0.0,IHM
2016-04-01 06:00:00,22,0.0,0.0,0.0,0.0,0.0,0.0,2792.0,0.0,IHM
2016-04-01 06:15:00,22,0.0,0.0,0.0,0.0,0.0,0.0,2052.0,0.0,IHM
2016-04-01 06:30:00,22,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,IHM
2016-04-01 06:45:00,22,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,IHM
2016-04-01 07:00:00,22,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,IHM
2016-04-01 07:15:00,22,0.0,0.0,0.0,0.0,0.0,0.0,1248.0,0.0,IHM
2016-04-01 07:30:00,22,0.0,0.0,0.0,0.0,0.0,0.0,3176.0,0.0,IHM
2016-04-01 07:45:00,22,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,IHM
2016-04-01 08:00:00,22,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,IHM
