DateTime,Home,BI,BO,DW,HP,PV,SE,SI,WM,proposition
2016-04-01 00:00:00,2,80.0,40.0,0.0,40.0,0.0,0.0,708.0,0.0,ZIH
2016-04-01 00:15:00,2,80.0,40.0,0.0,40.0,4.0,0.0,3140.0,0.0,ZIH
2016-04-01 00:30:00,2,120.0,40.0,0.0,0.0,0.0,0.0,1688.0,0.0,ZIH
2016-04-01 00:45:00,2,80.0,40.0,0.0,40.0,4.0,0.0,640.0,0.0,ZIH
2016-04-01 01:00:00,2,40.0,40.0,0.0,0.0,0.0,0.0,692.0,0.0,ZIH
2016-04-01 01:15:00,2,80.0,0.0,0.0,40.0,4.0,0.0,624.0,0.0,ZIH
2016-04-01 01:30:00,2,80.0,40.0,0.0,0.0,0.0,0.0,652.0,0.0,ZIH
2016-04-01 01:45:00,2,80.0,40.0,0.0,40.0,0.0,0.0,604.0,0.0,ZIH
2016-04-01 02:00:00,2,40.0,40.0,0.0,0.0,4.0,0.0,868.0,0.0,ZIH
2016-04-01 02:15:00,2,120.0,40.0,0.0,0.0,0.0,0.0,3360.0,0.0,ZIH
2016-04-01 02:30:00,2,40.0,0.0,0.0,40.0,4.0,0.0,316.0,0.0,ZIH
2016-04-01 02:45:00,2,40.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,ZIH
2016-04-01 03:00:00,2,40.0,40.0,0.0,40.0,4.0,0.0,556.0,0.0,ZIH
2016-04-01 03:15:00,2,80.0,0.0,0.0,0.0,0.0,0.0,908.0,0.0,ZIH
2016-04-01 03:30:00,2,40.0,40.0,0.0,40.0,4.0,0.0,408.0,0.0,ZIH
2016-04-01 03:45:00,2,80.0,40.0,0.0,0.0,0.0,0.0,2440.0,0.0,ZIH
2016-04-01 04:00:00,2,80.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,ZIH
2016-04-01 04:15:00,2,40.0,40.0,0.0,40.0,4.0,0.0,476.0,0.0,ZIH
2016-04-01 04:30:00,2,40.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,ZIH
2016-04-01 04:45:00,2,80.0,40.0,0.0,40.0,4.0,0.0,384.0,0.0,ZIH
2016-04-01 05:00:00,2,40.0,0.0,0.0,0.0,0.0,0.0,368.0,0.0,ZIH
2016-04-01 05:15:00,2,40.0,0.0,0.0,40.0,4.0,0.0,180.0,0.0,ZIH
2016-04-01 05:30:00,2,40.0,40.0,0.0,0.0,0.0,0.0,512.0,0.0,ZIH
2016-04-01 05:45:00,2,120.0,40.0,0.0,0.0,0.0,0.0,3140.0,0.0,ZIH
2016-04-01 06:00:00,2,40.0,0.0,0.0,40.0,4.0,0.0,200.0,0.0,ZIH
2016-04-01 06:15:00,2,80.0,40.0,0.0,0.0,0.0,0.0,216.0,0.0,ZIH
2016-04-01 06:30:00,2,0.0,0.0,0.0,40.0,4.0,0.0,296.0,0.0,ZIH
2016-04-01 06:45:00,2,80.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,ZIH
2016-04-01 07:00:00,2,40.0,40.0,0.0,40.0,4.0,0.0,2124.0,0.0,ZIH
2016-04-01 07:15:00,2,80.0,40.0,0.0,0.0,0.0,0.0,932.0,0.0,ZIH
2016-04-01 07:30:00,2,40.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,ZIH
2016-04-01 07:45:00,2,80.0,0.0,0.0,40.0,4.0,0.0,224.0,0.0,ZIH
2016-04-01 08:00:00,2,40.0,40.0,0.0,0.0,0.0,0.0,264.0,0.0,ZIH
2016-04-01 08:15:00,2,40.0,40.0,0.0,40.0,4.0,0.0,1400.0,0.0,ZIH
2016-04-01 08:30:00,2,80.0,0.0,0.0,0.0,0.0,0.0,1732.0,0.0,ZIH
2016-04-01 08:45:00,2,80.0,40.0,0.0,1200.0,4.0,0.0,1356.0,0.0,ZIH
2016-04-01 09:00:00,2,80.0,40.0,0.0,2160.0,0.0,8.0,2472.0,0.0,ZIH
2016-04-01 09:15:00,2,80.0,40.0,0.0,320.0,0.0,0.0,444.0,0.0,ZIH
2016-04-01 09:30:00,2,80.0,40.0,0.0,1560.0,8.0,0.0,2068.0,0.0,ZIH
2016-04-01 09:45:00,2,80.0,40.0,0.0,1600.0,20.0,0.0,4184.0,0.0,ZIH
2016-04-01 10:00:00,2,120.0,40.0,0.0,1600.0,84.0,0.0,1724.0,0.0,ZIH
2016-04-01 10:15:00,2,80.0,40.0,0.0,1640.0,208.0,0.0,1644.0,0.0,ZIH
2016-04-01 10:30:00,2,80.0,40.0,0.0,1640.0,324.0,0.0,1572.0,0.0,ZIH
2016-04-01 10:45:00,2,80.0,80.0,0.0,1680.0,456.0,0.0,1840.0,404.0,ZIH
2016-04-01 11:00:00,2,120.0,40.0,0.0,1640.0,576.0,0.0,4516.0,500.0,ZIH
2016-04-01 11:15:00,2,80.0,40.0,0.0,1680.0,680.0,0.0,1264.0,24.0,ZIH
2016-04-01 11:30:00,2,80.0,40.0,0.0,1680.0,764.0,0.0,1156.0,68.0,ZIH
2016-04-01 11:45:00,2,80.0,40.0,0.0,1680.0,872.0,0.0,2152.0,1152.0,ZIH
2016-04-01 12:00:00,2,160.0,80.0,0.0,2840.0,1244.0,0.0,3776.0,2404.0,ZIH
2016-04-01 12:15:00,2,40.0,0.0,0.0,1920.0,700.0,0.0,2252.0,108.0,ZIH
2016-04-01 12:30:00,2,400.0,80.0,0.0,40.0,1056.0,212.0,156.0,108.0,ZIH
2016-04-01 12:45:00,2,80.0,240.0,0.0,40.0,1136.0,0.0,3760.0,0.0,ZIH
2016-04-01 13:00:00,2,120.0,80.0,0.0,1520.0,1240.0,0.0,3508.0,0.0,ZIH
2016-04-01 13:15:00,2,200.0,40.0,0.0,1240.0,1328.0,80.0,1456.0,0.0,ZIH
2016-04-01 13:30:00,2,640.0,80.0,0.0,40.0,1256.0,216.0,160.0,0.0,ZIH
2016-04-01 13:45:00,2,800.0,0.0,0.0,80.0,1400.0,396.0,4.0,0.0,ZIH
2016-04-01 14:00:00,2,760.0,0.0,0.0,40.0,1212.0,216.0,12.0,0.0,ZIH
2016-04-01 14:15:00,2,760.0,0.0,0.0,80.0,1296.0,316.0,0.0,0.0,ZIH
2016-04-01 14:30:00,2,800.0,0.0,0.0,40.0,1500.0,412.0,60.0,0.0,ZIH
2016-04-01 14:45:00,2,200.0,560.0,0.0,80.0,1496.0,224.0,796.0,4.0,ZIH
2016-04-01 15:00:00,2,640.0,120.0,0.0,40.0,1532.0,380.0,156.0,0.0,ZIH
2016-04-01 15:15:00,2,640.0,120.0,0.0,80.0,1516.0,352.0,64.0,0.0,ZIH
2016-04-01 15:30:00,2,800.0,0.0,0.0,40.0,1532.0,356.0,0.0,0.0,ZIH
2016-04-01 15:45:00,2,520.0,0.0,0.0,80.0,1520.0,600.0,0.0,0.0,ZIH
2016-04-01 16:00:00,2,80.0,0.0,0.0,40.0,1496.0,1036.0,0.0,0.0,ZIH
2016-04-01 16:15:00,2,40.0,0.0,0.0,80.0,1476.0,1044.0,0.0,0.0,ZIH
2016-04-01 16:30:00,2,40.0,0.0,0.0,0.0,1484.0,1084.0,0.0,0.0,ZIH
2016-04-01 16:45:00,2,0.0,80.0,0.0,0.0,1404.0,1028.0,0.0,0.0,ZIH
2016-04-01 17:00:00,2,40.0,0.0,0.0,40.0,1088.0,788.0,0.0,0.0,ZIH
2016-04-01 17:15:00,2,40.0,0.0,0.0,0.0,1304.0,1144.0,0.0,0.0,ZIH
2016-04-01 17:30:00,2,40.0,0.0,0.0,40.0,952.0,728.0,4.0,0.0,ZIH
2016-04-01 17:45:00,2,0.0,0.0,0.0,0.0,1064.0,860.0,0.0,0.0,ZIH
2016-04-01 18:00:00,2,40.0,200.0,0.0,40.0,1072.0,568.0,432.0,0.0,ZIH
2016-04-01 18:15:00,2,120.0,480.0,0.0,0.0,736.0,108.0,1108.0,0.0,ZIH
2016-04-01 18:30:00,2,640.0,0.0,0.0,0.0,836.0,56.0,40.0,0.0,ZIH
2016-04-01 18:45:00,2,280.0,0.0,0.0,40.0,772.0,308.0,8.0,0.0,ZIH
2016-04-01 19:00:00,2,40.0,0.0,0.0,0.0,632.0,392.0,4.0,0.0,ZIH
2016-04-01 19:15:00,2,40.0,0.0,0.0,40.0,668.0,384.0,0.0,0.0,ZIH
2016-04-01 19:30:00,2,0.0,280.0,0.0,0.0,620.0,248.0,136.0,0.0,ZIH
2016-04-01 19:45:00,2,80.0,40.0,0.0,40.0,404.0,40.0,28.0,0.0,ZIH
2016-04-01 20:00:00,2,0.0,720.0,0.0,1640.0,212.0,0.0,3588.0,0.0,ZIH
2016-04-01 20:15:00,2,0.0,480.0,0.0,1480.0,200.0,48.0,1124.0,0.0,ZIH
2016-04-01 20:30:00,2,0.0,120.0,0.0,0.0,188.0,4.0,8.0,0.0,ZIH
2016-04-01 20:45:00,2,0.0,280.0,0.0,40.0,128.0,36.0,8.0,0.0,ZIH
2016-04-01 21:00:00,2,0.0,320.0,0.0,0.0,92.0,12.0,312.0,0.0,ZIH
2016-04-01 21:15:00,2,0.0,280.0,0.0,40.0,76.0,76.0,64.0,0.0,ZIH
2016-04-01 21:30:00,2,0.0,240.0,0.0,0.0,52.0,4.0,8.0,0.0,ZIH
