DateTime,Home,BI,BO,DW,HP,PV,SE,SI,WM,proposition,UL
2016-04-01 00:00:00,18,40.0,0.0,0.0,80.0,0.0,0.0,588.0,0.0,ZIH,468.0
2016-04-01 00:15:00,18,40.0,0.0,0.0,240.0,4.0,0.0,616.0,0.0,ZIH,340.0
2016-04-01 00:30:00,18,40.0,0.0,0.0,2320.0,0.0,0.0,2692.0,0.0,ZIH,332.0
2016-04-01 00:45:00,18,40.0,0.0,0.0,720.0,0.0,0.0,1236.0,0.0,ZIH,476.0
2016-04-01 01:00:00,18,40.0,40.0,0.0,40.0,0.0,0.0,244.0,0.0,ZIH,204.0
2016-04-01 01:15:00,18,40.0,0.0,0.0,920.0,4.0,0.0,1080.0,0.0,ZIH,124.0
2016-04-01 01:30:00,18,40.0,0.0,0.0,1720.0,0.0,0.0,1956.0,0.0,ZIH,196.0
2016-04-01 01:45:00,18,40.0,0.0,0.0,1000.0,0.0,0.0,1412.0,0.0,ZIH,372.0
2016-04-01 02:00:00,18,40.0,0.0,0.0,40.0,0.0,0.0,400.0,0.0,ZIH,320.0
2016-04-01 02:15:00,18,40.0,0.0,0.0,80.0,4.0,0.0,320.0,0.0,ZIH,204.0
2016-04-01 02:30:00,18,0.0,0.0,0.0,40.0,0.0,0.0,288.0,0.0,ZIH,248.0
2016-04-01 02:45:00,18,40.0,0.0,0.0,80.0,0.0,0.0,248.0,0.0,ZIH,128.0
2016-04-01 03:00:00,18,40.0,40.0,0.0,1320.0,4.0,0.0,1460.0,0.0,ZIH,144.0
2016-04-01 03:15:00,18,80.0,0.0,0.0,1720.0,0.0,0.0,1904.0,0.0,ZIH,104.0
2016-04-01 03:30:00,18,0.0,0.0,0.0,800.0,0.0,0.0,1132.0,0.0,ZIH,332.0
2016-04-01 03:45:00,18,40.0,0.0,0.0,40.0,0.0,0.0,280.0,0.0,ZIH,200.0
2016-04-01 04:00:00,18,40.0,0.0,0.0,80.0,4.0,0.0,248.0,0.0,ZIH,132.0
2016-04-01 04:15:00,18,40.0,0.0,0.0,40.0,0.0,0.0,360.0,0.0,ZIH,280.0
2016-04-01 04:30:00,18,40.0,0.0,0.0,80.0,0.0,0.0,316.0,0.0,ZIH,196.0
2016-04-01 04:45:00,18,40.0,0.0,0.0,1680.0,0.0,0.0,1780.0,0.0,ZIH,60.0
2016-04-01 05:00:00,18,40.0,40.0,0.0,1720.0,4.0,0.0,1956.0,0.0,ZIH,240.0
2016-04-01 05:15:00,18,40.0,0.0,0.0,720.0,0.0,0.0,1064.0,0.0,ZIH,304.0
2016-04-01 05:30:00,18,0.0,0.0,0.0,80.0,0.0,0.0,248.0,0.0,ZIH,168.0
2016-04-01 05:45:00,18,40.0,0.0,0.0,40.0,0.0,0.0,280.0,0.0,ZIH,200.0
2016-04-01 06:00:00,18,40.0,0.0,0.0,40.0,4.0,0.0,244.0,0.0,ZIH,168.0
2016-04-01 06:15:00,18,40.0,0.0,0.0,80.0,0.0,0.0,276.0,0.0,ZIH,156.0
2016-04-01 06:30:00,18,40.0,0.0,0.0,40.0,0.0,0.0,256.0,0.0,ZIH,176.0
2016-04-01 06:45:00,18,40.0,0.0,0.0,1640.0,0.0,0.0,1764.0,0.0,ZIH,84.0
2016-04-01 07:00:00,18,40.0,40.0,0.0,1720.0,4.0,0.0,2012.0,0.0,ZIH,296.0
2016-04-01 07:15:00,18,40.0,0.0,0.0,1120.0,0.0,0.0,1460.0,0.0,ZIH,300.0
2016-04-01 07:30:00,18,40.0,0.0,0.0,40.0,0.0,0.0,248.0,0.0,ZIH,168.0
2016-04-01 07:45:00,18,40.0,0.0,0.0,40.0,4.0,0.0,284.0,0.0,ZIH,208.0
2016-04-01 08:00:00,18,40.0,0.0,0.0,80.0,0.0,0.0,248.0,0.0,ZIH,128.0
2016-04-01 08:15:00,18,0.0,0.0,0.0,640.0,0.0,0.0,852.0,0.0,ZIH,212.0
2016-04-01 08:30:00,18,80.0,40.0,0.0,2520.0,0.0,0.0,3132.0,0.0,ZIH,572.0
2016-04-01 08:45:00,18,40.0,0.0,0.0,2440.0,4.0,0.0,3128.0,0.0,ZIH,652.0
2016-04-01 09:00:00,18,40.0,0.0,0.0,40.0,0.0,0.0,292.0,0.0,ZIH,212.0
2016-04-01 09:15:00,18,40.0,0.0,0.0,1240.0,0.0,0.0,1380.0,0.0,ZIH,100.0
2016-04-01 09:30:00,18,40.0,0.0,0.0,1720.0,4.0,0.0,1988.0,0.0,ZIH,232.0
2016-04-01 09:45:00,18,40.0,40.0,0.0,1400.0,20.0,0.0,1716.0,0.0,ZIH,336.0
2016-04-01 10:00:00,18,40.0,0.0,0.0,40.0,40.0,0.0,208.0,0.0,ZIH,168.0
2016-04-01 10:15:00,18,40.0,0.0,0.0,80.0,60.0,0.0,188.0,0.0,ZIH,128.0
2016-04-01 10:30:00,18,40.0,0.0,0.0,40.0,116.0,0.0,112.0,0.0,ZIH,148.0
2016-04-01 10:45:00,18,160.0,0.0,0.0,40.0,344.0,8.0,4.0,0.0,ZIH,140.0
2016-04-01 11:00:00,18,280.0,0.0,0.0,80.0,488.0,20.0,8.0,0.0,ZIH,116.0
2016-04-01 11:15:00,18,400.0,0.0,0.0,40.0,604.0,52.0,12.0,0.0,ZIH,124.0
2016-04-01 11:30:00,18,200.0,400.0,0.0,960.0,656.0,16.0,200.0,0.0,ZIH,80.0
2016-04-01 11:45:00,18,0.0,320.0,0.0,1760.0,776.0,0.0,748.0,0.0,ZIH,84.0
2016-04-01 12:00:00,18,360.0,0.0,0.0,760.0,804.0,64.0,540.0,0.0,ZIH,160.0
2016-04-01 12:15:00,18,680.0,0.0,0.0,40.0,904.0,32.0,40.0,0.0,ZIH,192.0
2016-04-01 12:30:00,18,720.0,0.0,0.0,80.0,956.0,36.0,28.0,0.0,ZIH,148.0
2016-04-01 12:45:00,18,760.0,0.0,0.0,40.0,1060.0,112.0,16.0,0.0,ZIH,164.0
2016-04-01 13:00:00,18,760.0,0.0,0.0,80.0,1152.0,224.0,4.0,0.0,ZIH,92.0
2016-04-01 13:15:00,18,800.0,0.0,0.0,40.0,1232.0,308.0,0.0,0.0,ZIH,84.0
2016-04-01 13:30:00,18,760.0,0.0,0.0,40.0,1208.0,244.0,12.0,0.0,ZIH,176.0
2016-04-01 13:45:00,18,760.0,0.0,0.0,80.0,1352.0,412.0,0.0,0.0,ZIH,100.0
2016-04-01 14:00:00,18,800.0,0.0,0.0,40.0,1132.0,244.0,8.0,0.0,ZIH,56.0
2016-04-01 14:15:00,18,440.0,0.0,0.0,40.0,1292.0,560.0,0.0,0.0,ZIH,252.0
2016-04-01 14:30:00,18,120.0,0.0,0.0,80.0,1464.0,1200.0,0.0,0.0,ZIH,64.0
2016-04-01 14:45:00,18,40.0,0.0,0.0,40.0,1472.0,1264.0,0.0,0.0,ZIH,128.0
2016-04-01 15:00:00,18,40.0,0.0,0.0,80.0,1508.0,1256.0,0.0,0.0,ZIH,132.0
2016-04-01 15:15:00,18,0.0,40.0,0.0,40.0,1500.0,1292.0,0.0,0.0,ZIH,208.0
2016-04-01 15:30:00,18,40.0,0.0,0.0,40.0,1524.0,1304.0,0.0,0.0,ZIH,140.0
2016-04-01 15:45:00,18,40.0,0.0,0.0,80.0,1524.0,1316.0,0.0,0.0,ZIH,88.0
2016-04-01 16:00:00,18,40.0,0.0,0.0,40.0,1512.0,1320.0,0.0,0.0,ZIH,112.0
2016-04-01 16:15:00,18,40.0,0.0,0.0,80.0,1496.0,1296.0,0.0,0.0,ZIH,80.0
2016-04-01 16:30:00,18,40.0,0.0,0.0,40.0,1484.0,1276.0,0.0,0.0,ZIH,128.0
2016-04-01 16:45:00,18,0.0,0.0,0.0,40.0,1476.0,1248.0,0.0,0.0,ZIH,188.0
2016-04-01 17:00:00,18,40.0,0.0,0.0,80.0,1136.0,932.0,4.0,0.0,ZIH,88.0
2016-04-01 17:15:00,18,40.0,0.0,0.0,40.0,1356.0,1168.0,0.0,0.0,ZIH,108.0
2016-04-01 17:30:00,18,40.0,0.0,0.0,40.0,984.0,808.0,4.0,0.0,ZIH,100.0
2016-04-01 17:45:00,18,40.0,0.0,0.0,80.0,1176.0,844.0,0.0,0.0,ZIH,212.0
2016-04-01 18:00:00,18,40.0,0.0,0.0,40.0,1116.0,872.0,0.0,0.0,ZIH,164.0
2016-04-01 18:15:00,18,40.0,0.0,0.0,80.0,804.0,616.0,0.0,0.0,ZIH,68.0
2016-04-01 18:30:00,18,0.0,0.0,0.0,40.0,928.0,720.0,0.0,0.0,ZIH,168.0
2016-04-01 18:45:00,18,40.0,0.0,0.0,40.0,824.0,672.0,0.0,0.0,ZIH,72.0
2016-04-01 19:00:00,18,40.0,0.0,0.0,80.0,728.0,492.0,0.0,0.0,ZIH,116.0
2016-04-01 19:15:00,18,40.0,0.0,0.0,40.0,752.0,560.0,0.0,0.0,ZIH,112.0
2016-04-01 19:30:00,18,40.0,0.0,0.0,40.0,720.0,504.0,4.0,0.0,ZIH,140.0
2016-04-01 19:45:00,18,40.0,0.0,0.0,80.0,456.0,260.0,4.0,0.0,ZIH,80.0
2016-04-01 20:00:00,18,0.0,0.0,0.0,40.0,240.0,4.0,52.0,0.0,ZIH,248.0
